0	1.942045
1	1.887911
2	2.039759
3	1.780628
4	1.779573
5	1.805178
6	1.821369
7	1.917368
8	2.090190
9	1.835501
10	1.963464
11	2.233174
12	2.008097
13	1.818492
14	1.857924
15	1.870751
16	2.007000
17	1.981665
18	1.970517
19	1.994246
20	2.024257
21	1.875529
22	2.078733
23	1.971450
24	2.061445
25	2.023831
26	1.951646
27	1.873855
28	1.975204
29	2.288145
30	1.939932
31	2.038387
32	1.908288
33	2.057941
34	1.841904
35	2.033315
36	2.499899
37	2.030724
38	1.902214
39	1.781438
40	1.812809
41	2.135590
42	1.926361
43	2.037550
44	1.889600
45	1.916210
46	1.920431
47	1.990370
48	2.105963
49	2.040947
50	2.134557
51	1.955057
52	2.004756
53	2.157720
54	2.030239
55	1.907920
56	1.917789
57	1.994086
58	1.900222
59	2.126774
60	1.875784
61	1.951413
62	1.912453
63	1.841743
64	1.871549
65	1.863770
66	2.070822
67	1.884708
68	1.915719
69	1.789940
70	2.041708
71	2.358556
72	2.235755
73	2.114287
74	2.051117
75	1.982145
76	2.038599
77	1.921722
78	2.046058
79	2.013693
80	2.101702
81	1.798456
82	1.826741
83	1.766497
84	1.979506
85	1.945644
86	2.036210
87	1.809496
88	1.976677
89	2.049490
90	1.880408
91	1.869298
92	1.918768
93	1.900986
94	1.884544
95	2.033599
96	1.820770
97	1.849851
98	1.905903
99	2.074372
100	2.055229
101	1.861537
102	1.964752
103	2.108998
104	1.822506
105	1.863915
106	1.795590
107	2.312717
108	1.968877
109	1.952737
110	1.891367
111	1.950013
112	1.922610
113	2.145837
114	1.855473
115	2.126494
116	1.806324
117	2.038283
118	2.167322
119	2.022340
120	2.017861
121	2.180799
122	2.131249
123	1.968959
124	2.362620
125	1.893680
126	1.989052
127	1.977295
128	1.881866
129	1.982973
130	1.954510
131	2.038883
132	2.261441
133	2.092020
134	1.965060
135	2.115515
136	2.329663
137	2.140148
138	2.037092
139	2.143503
140	2.302097
141	1.896345
142	2.089359
143	2.091612
144	2.110376
145	1.971448
146	2.081426
147	1.932183
148	1.918543
149	1.889669
150	1.983251
151	1.942531
152	1.898399
153	2.137737
154	2.075207
155	1.877303
156	1.960789
157	1.965404
158	1.978304
159	1.946738
160	2.195709
161	1.885945
162	1.926553
163	1.981156
164	1.824934
165	2.018560
166	1.891094
167	2.008486
168	1.943933
169	1.962270
170	2.297168
171	1.935113
172	2.174190
173	2.077352
174	2.286616
175	1.848182
176	1.989298
177	1.923476
178	2.164546
179	2.038823
180	1.964188
181	1.895752
182	1.938941
183	1.996767
184	2.070250
185	1.841819
186	1.967232
187	2.005439
188	1.859224
189	1.913080
190	1.921147
191	1.834155
192	1.859660
193	1.973596
194	2.028940
195	1.896656
196	2.111315
197	2.250819
198	1.762017
199	2.502115
200	1.842464
201	1.789692
202	2.102969
203	1.894809
204	2.078664
205	2.012238
206	2.037399
207	1.972434
208	1.938569
209	1.947600
210	2.004239
211	1.805765
212	1.903421
213	1.860707
214	1.736607
215	2.015023
216	1.896279
217	1.883482
218	2.027477
219	1.787042
220	2.086759
221	1.886039
222	2.002446
223	2.106686
224	1.923656
225	2.315006
226	2.252686
227	1.940360
228	2.075218
229	2.210617
230	1.821661
231	2.066110
232	2.067492
233	1.922828
234	1.955823
235	1.876292
236	1.938998
237	1.909364
238	1.909141
239	1.780390
240	1.881681
241	1.829561
242	1.829949
243	1.778384
244	1.936942
245	1.902820
246	2.085428
247	1.941738
248	1.958416
249	1.954911
250	1.967843
251	1.907101
252	1.861607
253	2.024568
254	2.118286
255	1.897276
256	2.138447
257	2.041170
258	2.007661
259	2.067381
260	1.958576
261	2.403116
262	2.098849
263	1.943367
264	2.114150
265	1.955873
266	2.036075
267	1.793993
268	1.821531
269	1.789347
270	1.786919
271	1.914979
272	1.964884
273	1.982889
274	2.165164
275	1.862589
276	1.834694
277	1.768463
278	1.993817
279	2.334089
280	1.870794
281	1.891246
282	1.982560
283	2.057997
284	2.170844
285	1.984130
286	1.757958
287	1.919370
288	1.858956
289	1.926266
290	2.077623
291	2.110603
292	2.047151
293	2.107339
294	1.948903
295	1.830681
296	1.969962
297	1.819397
298	1.919891
299	1.843233
300	2.236830
301	1.943687
302	1.926177
303	2.133760
304	1.985009
305	1.989018
306	1.968724
307	1.841494
308	1.836257
309	2.232582
310	1.922706
311	1.990240
312	1.855088
313	2.042832
314	2.085498
315	2.323401
316	2.085975
317	2.012000
318	1.849397
319	2.101415
320	1.896174
321	1.908980
322	2.126665
323	1.850909
324	1.857774
325	1.958672
326	2.025357
327	1.836567
328	1.898973
329	1.888764
330	2.036293
331	1.890779
332	2.142494
333	2.057205
334	1.934669
335	2.005363
336	1.903667
337	2.037397
338	2.045044
339	1.803516
340	1.940767
341	1.874433
342	1.984929
343	2.038460
344	2.130232
345	1.954417
346	1.818959
347	1.886528
348	1.817212
349	1.771381
350	2.007056
351	2.001589
352	1.832146
353	1.932224
354	1.989447
355	2.127749
356	1.879358
357	2.106778
358	2.347545
359	2.059950
360	1.956551
361	2.029503
362	1.959504
363	1.882889
364	1.929435
365	2.054535
366	1.936164
367	2.085834
368	1.898371
369	1.889212
370	1.865603
371	1.921088
372	2.073566
373	2.032310
374	1.959956
375	1.905657
376	1.991929
377	1.830302
378	2.012133
379	1.944303
380	1.791995
381	1.835225
382	1.906593
383	2.078025
384	1.957260
385	1.743867
386	2.042670
387	1.845974
388	1.985946
389	2.040591
390	1.771903
391	1.991576
392	1.900348
393	2.020320
394	2.152169
395	2.086865
396	2.084018
397	1.910283
398	1.916407
399	1.920994
400	1.930122
401	1.849395
402	2.127932
403	1.931137
404	1.870429
405	1.931668
406	2.004421
407	1.881175
408	1.972661
409	1.979534
410	2.050285
411	1.832905
412	1.899610
413	2.036086
414	2.094301
415	1.823953
416	1.912555
417	1.962286
418	1.900606
419	2.028744
420	1.888877
421	2.160110
422	1.960812
423	1.912367
424	1.900565
425	1.924627
426	1.966742
427	2.069597
428	1.844065
429	1.922638
430	1.979514
431	2.031595
432	1.877670
433	2.081175
434	2.191803
435	1.902983
436	1.914351
437	1.941807
438	1.992914
439	1.875888
440	1.872489
441	1.817486
442	1.846568
443	1.908570
444	2.015338
445	1.792224
446	1.767988
447	1.989786
448	1.874088
449	1.862150
450	1.909065
451	1.951550
452	1.909138
453	1.983403
454	2.022924
455	2.029447
456	2.061308
457	1.821395
458	2.044202
459	2.010600
460	1.863981
461	1.947578
462	2.113453
463	1.870373
464	2.154317
465	1.990777
466	1.973720
467	1.957018
468	1.877884
469	1.945744
470	1.846660
471	1.842381
472	1.962055
473	2.057245
474	1.872524
475	1.981714
476	2.080559
477	2.044570
478	1.890186
479	1.826344
480	1.933441
481	2.008861
482	1.934119
483	1.924643
484	2.964293
485	2.212407
486	1.874939
487	2.031804
488	1.800877
489	1.864364
490	2.176824
491	1.962007
492	1.966329
493	1.998094
494	1.817465
495	1.931121
496	1.730002
497	2.285287
498	1.857366
499	2.427740
500	2.043804
501	1.845759
502	1.968181
503	2.229865
504	2.227010
505	1.881353
506	1.803427
507	2.150845
508	2.156247
509	1.799473
510	1.963695
511	2.050817
512	1.880550
513	2.055698
514	2.031971
515	1.955570
516	2.058821
517	1.885219
518	2.005308
519	1.862057
520	1.978594
521	2.132800
522	1.951244
523	2.010343
524	1.902178
525	1.927493
526	1.961730
527	1.918772
528	1.914165
529	2.185650
530	1.919105
531	1.954324
532	1.831602
533	2.080017
534	1.975830
535	2.072066
536	1.853125
537	2.127645
538	1.988714
539	1.892944
540	1.971189
541	1.888551
542	2.273968
543	1.907713
544	2.070908
545	1.899500
546	1.830868
547	2.010290
548	1.889029
549	1.766723
550	1.926122
551	2.212465
552	2.003309
553	2.411885
554	2.058750
555	2.094841
556	1.834108
557	2.085954
558	1.976264
559	1.843679
560	2.078108
561	1.878044
562	2.002598
563	1.869659
564	2.066766
565	2.041150
566	1.956906
567	1.878198
568	2.055954
569	2.135917
570	1.854947
571	2.026976
572	1.847791
573	2.045712
574	1.962304
575	2.185074
576	1.916825
577	2.318552
578	1.833485
579	1.833980
580	1.900975
581	2.016389
582	1.865341
583	2.160437
584	1.947428
585	1.874770
586	2.151909
587	1.849866
588	1.885878
589	1.964505
590	2.058311
591	1.916817
592	1.865292
593	1.898992
594	1.940439
595	1.856989
596	2.124482
597	1.940457
598	2.015598
599	1.880843
600	2.117890
601	2.017411
602	2.532519
603	2.144691
604	2.024091
605	1.994813
606	1.978300
607	2.028703
608	1.955951
609	1.847783
610	1.945044
611	2.012239
612	1.984212
613	2.142694
614	2.024579
615	2.184221
616	2.033157
617	1.885760
618	1.904997
619	2.025129
620	1.930504
621	2.153539
622	1.816272
623	1.916940
624	1.826425
625	1.904368
626	2.331188
627	1.989073
628	1.721879
629	1.929061
630	1.962833
631	2.104088
